code,label,imgid
3263854995619,skincare,2
8001090047014,haircare,3
3574661270524,skincare,1
42333227,skincare,1
42349280,skincare,1
5201279010669,skincare,3
3489940049213,haircare,1
3489940070538,skincare,1
4058172107511,haircare,3
3515450016527,skincare,5
9420015012439,skincare,1
8004395111756,skincare,3
8710464119911,skincare,5
4680038352171,haircare,7
5012254061183,haircare,1
4305615307596,skincare,1
3663109675806,skincare,4
8857123331137,skincare,1
4895186007365,skincare,3
7350016331579,haircare,1
6414504304931,skincare,3
4021457613687,skincare,1
4260491220394,skincare,1
4010355384379,skincare,1
8717163641033,skincare,2
4305615680194,skincare,3
4045612006602,skincare,3
3600522632573,skincare,1
3600523775637,skincare,3
3605521416094,skincare,4
3607349723576,skincare,1
42240679,skincare,1
23924055,skincare,1
5000101218255,skincare,1
3600523715398,skincare,1
3224055816479,skincare,1
4020829004320,skincare,1
42389521,skincare,4
3760029857777,skincare,1
5412533010428,skincare,1
3282770037418,skincare,3
5765228837849,skincare,1
0858380002196,haircare,4
8851932378574,skincare,5
8712561785457,skincare,1
3516170018242,haircare,1
8712561977074,skincare,5
9433230176558,makeup,1
8025272912716,makeup,2
10316658,makeup,1
20516536,skincare,4
6133151000248,skincare,1
8690506471798,skincare,3
4015100214260,skincare,1
3770002220146,skincare,8
8710447484272,skincare,1
3282770107913,skincare,1
8710604781879,skincare,20
0079656044966,skincare,4
4015001005653,haircare,1
8690506471729,skincare,3
4792081004072,skincare,6
5410091747565,haircare,1
0667548022934,skincare,1
4260484410030,skincare,1
7613269343820,skincare,4
8718951266827,skincare,2
8714789999029,skincare,4
8718951202795,skincare,2
0850001156066,makeup,1
4058172434013,skincare,1
3284410017262,skincare,2
3701028711776,haircare,1
8710447493915,skincare,1
4061458129749,skincare,2
3250391896493,skincare,3
4058172455933,skincare,4
3593290021895,skincare,2
3010351760116,skincare,1
29060863,skincare,5
3701178420016,skincare,3
4909978700690,haircare,2
9555603003091,haircare,1
0713708723330,haircare,2
8851932354301,haircare,2
8851932410243,haircare,2
5765228837931,skincare,3
4316268604192,skincare,5
4061458023696,skincare,2
5400606008694,skincare,1
4337185214912,skincare,3
8001841063584,skincare,3
8717163684863,haircare,3
4003583175727,skincare,3
2200031373380,skincare,1
2200202659770,skincare,1
8004395130207,skincare,1
4061458073172,skincare,3
4072600221563,haircare,2
4010355857989,skincare,3
7319861009330,skincare,1
24193641,skincare,3
5060176674868,haircare,4
0815921016630,skincare,1
4058172434082,skincare,3
4058172220135,haircare,2
4058172456312,skincare,1
3178040554894,skincare,6
4250947598313,makeup,1
5765228838921,skincare,2
8934868133391,skincare,5
8938510049191,haircare,3
0037000393160,skincare,1
4005808824830,skincare,1
3502794230238,skincare,5
3517360018981,haircare,1
05050499,skincare,1
3337875474900,skincare,4
3574661332611,skincare,2
8717163640708,skincare,3
3257980552471,skincare,1
15217232,skincare,1
80820130,skincare,1
0037000537076,haircare,1
4260556671185,skincare,3
3560071172046,skincare,2
3337875698696,skincare,3
8001090334862,skincare,1
4005900274465,skincare,3
5397209496037,skincare,4
3140100363982,haircare,3
4311501484920,skincare,1
7500435118293,haircare,5
3282779061063,haircare,1
4058172061516,skincare,4
3770013899041,skincare,2
3282779357357,haircare,2
04663441,skincare,1
3660005648712,haircare,1
4305615572765,skincare,2
8002410000436,skincare,1
3549620009064,skincare,1
4021457614875,skincare,3
3760205284823,skincare,3
3337875597838,skincare,1
4045612006497,skincare,3
3517360011777,skincare,1
8717163689868,haircare,8
3660050015903,skincare,1
8711700543613,skincare,7
01820334,haircare,1
4058172444746,skincare,3
2005040432000,skincare,2
8710198346157,skincare,7
8717333596309,skincare,1
4021457635436,skincare,4
4021457624874,skincare,1
3178041315081,haircare,1
8711700544078,skincare,1
7898496310474,skincare,4
7899846023693,skincare,1
4061458073158,skincare,1
4058172265631,skincare,5
7804920002778,skincare,4
7791293031132,haircare,1
4305615528533,makeup,1
4005808897087,skincare,1
7500435114912,haircare,1
3661434004322,skincare,6
7702425804760,skincare,3
3086126607702,skincare,3
3504750011028,skincare,3
8999999025038,haircare,2
8999999025007,haircare,2
8999999025021,haircare,3
8999999025014,haircare,2
8999999025052,haircare,1
4103040909763,skincare,1
3537090017382,skincare,3
4058172509032,haircare,1
8906009459998,skincare,1
3700172700179,skincare,1
8710908778230,skincare,1
0072151187909,skincare,1
0074170450996,makeup,1
0309971370564,skincare,1
3600531511630,makeup,1
5010724526149,skincare,1
7702018024636,skincare,1
8711600937727,skincare,1
8852086002964,skincare,3
5060176676381,skincare,4
4015001005455,haircare,1
8717163888018,skincare,5
30177673,haircare,5
3760268542298,skincare,1
3760096762141,skincare,1
3264680011221,skincare,4
3401353688513,skincare,1
3760314500043,skincare,1
3660005876047,skincare,1
3700928800153,skincare,2
40623474,skincare,1
3600542383370,skincare,3
50077786,skincare,3
4305615572536,skincare,2
4012758910209,skincare,2
4260556673691,skincare,1
3390150568886,skincare,2
8001090047342,haircare,2
8851932411400,haircare,2
8851932411387,haircare,1
8717163639573,haircare,1
5900525059710,skincare,3
3574661550534,skincare,3
4007965015717,skincare,3
4025089083313,skincare,1
4600104033407,skincare,3
5903351780629,skincare,1
3400938120462,skincare,2
7630028605364,skincare,1
8001090335227,skincare,5
3600523371105,haircare,2
8715342031606,skincare,7
3378872116790,skincare,1
3600531554255,makeup,1
3437090111304,skincare,3
3537090016095,skincare,1
3568310000457,haircare,1
5010525042923,haircare,4
3468080081628,skincare,1
8008277188638,haircare,2
8595641300111,haircare,1
3564700605172,skincare,1
3600523583331,haircare,1
7630028615509,skincare,1
7630028615516,skincare,1
7630028615479,skincare,1
3600542150415,haircare,4
7630028609348,skincare,1
4015100201871,haircare,5
59013921,skincare,1
0792850018143,skincare,2
3253581485491,skincare,1
4010355236210,skincare,1
3574661391083,skincare,1
6411000594002,skincare,1
4305615459004,skincare,1
3760194658131,skincare,1
4020829025370,skincare,1
3181730185841,skincare,1
3282770104752,skincare,1
3222472861188,skincare,1
3282779076029,haircare,1
8718951076228,skincare,1
3760099730055,skincare,1
3253581285886,skincare,1
3337875567176,skincare,4
7775000014939,skincare,1
8718114202402,skincare,5
4311501677834,skincare,1
4005900698803,skincare,1
4058172585692,skincare,4
3600521848128,skincare,1
4015000718530,skincare,3
4021457632824,skincare,1
4061458175814,skincare,1
3489940073010,skincare,3
4316268612449,skincare,2
4005900691811,skincare,1
4316268604178,skincare,1
3760141130734,skincare,1
4305615346168,skincare,1
42397724,skincare,1
4311596608089,skincare,1
4013356251756,skincare,1
5054563042675,skincare,3
8022328110966,skincare,3
4010355218490,skincare,1
7804920005175,haircare,1
3282770209495,skincare,2
3770013219016,skincare,2
4005900457257,skincare,1
5000000000002,skincare,2
5000000000001,skincare,2
8717163640883,skincare,2
7899846023723,skincare,3
4260037542676,skincare,1
4058172061776,haircare,1
3560071241865,haircare,1
3596202568372,skincare,1
4099200255224,skincare,1
8712561466264,skincare,1
8711700889803,skincare,2
8710447284124,skincare,2
8710908536380,skincare,8
8712561456555,skincare,1
8712561456234,skincare,3
8712100985935,skincare,3
8712561112765,skincare,3
8712100987243,skincare,2
8712100987021,skincare,2
8712100986154,skincare,1
8720181015397,skincare,8
3181730213650,skincare,3
8710908571251,skincare,4
8710908454318,skincare,1
8710908571015,skincare,3
8710908561085,skincare,2
8710908570636,skincare,3
8710908430237,skincare,4
8711600477650,skincare,3
8712100987342,skincare,2
8712561460071,skincare,1
8712100922299,skincare,1
8710908570490,skincare,3
8710908345753,skincare,4
8710908548093,skincare,1
8710908871016,skincare,1
3600523438075,skincare,3
4010355347329,haircare,1
4010355306517,haircare,3
4058172481864,skincare,3
4015100336764,haircare,1
4015100336689,haircare,3
4009800001008,skincare,2
3600531411107,makeup,1
8710447363782,skincare,1
8710522424339,skincare,1
8710447477014,skincare,8
8710447461358,skincare,2
8710447379370,skincare,2
8710447379363,skincare,1
8717163690291,skincare,1
8710908839252,skincare,1
8710447484517,skincare,4
8710447484333,skincare,1
8710447438497,skincare,9
8710447437940,skincare,1
8710447370100,skincare,1
8710447280072,skincare,1
8717163651735,skincare,8
8710847885563,skincare,2
8717163640845,skincare,4
8710847885549,skincare,2
87343601,skincare,12
8710447473177,skincare,2
3450970117739,skincare,2
59005452,skincare,7
8720181042591,skincare,4
59013631,skincare,5
8720181042577,skincare,4
8710847972713,skincare,6
8720181042638,skincare,3
8720181042614,skincare,3
3181730213612,skincare,3
96098622,skincare,1
3760016580671,skincare,1
87343533,skincare,6
8710522326961,skincare,2
8710522355169,skincare,1
8710447445976,skincare,11
8710447477557,skincare,6
8710447446010,skincare,10
8710447477458,skincare,4
8710447445990,skincare,12
8690637879531,skincare,1
8720181015380,skincare,2
8710447491348,skincare,11
8710447435816,skincare,1
8710847952869,skincare,8
8710522754672,skincare,1
8720181001918,skincare,2
8720181001895,skincare,1
8720181001871,skincare,1
59013976,skincare,9
59013952,skincare,7
3760099730000,skincare,1
8717644521120,skincare,7
8717163947722,skincare,2
8710522572405,skincare,1
3770002153178,skincare,1
8711200885749,skincare,1
4010355473301,haircare,1
8710908437526,skincare,5
8712561628846,skincare,8
8710447276105,skincare,1
4056489226536,skincare,1
4059729245861,makeup,1
8710447343098,skincare,3
87340570,skincare,6
3760098409389,skincare,1
8717163738542,skincare,1
8717163738115,skincare,1
8717163738092,skincare,1
0817513016769,skincare,1
4260486331838,skincare,1
4058172434044,skincare,5
4058172469428,skincare,1
3700376703075,skincare,2
3574669907897,haircare,4
8717163690314,skincare,2
8710847901775,skincare,5
8710447435809,skincare,2
8710447381908,skincare,2
8717644256183,skincare,3
8710447323335,skincare,2
8710447292860,skincare,2
3014230001208,skincare,1
8710447175743,skincare,2
8710447188989,skincare,1
8718951101869,skincare,1
7775005010424,skincare,1
7702018453030,skincare,3
4010355332912,skincare,1
6222001558753,skincare,2
4010355476807,skincare,3
8004395000036,skincare,3
3600523591763,skincare,1
4010355505347,skincare,1
4010355505903,skincare,3
4058172242984,skincare,1
7322541048673,skincare,1
8718951242722,skincare,1
4015100198133,haircare,1
4058172181252,skincare,1
4058172163975,haircare,3
4010355340412,skincare,1
4001638093668,skincare,4
4058172164309,haircare,1
5054563053091,skincare,2
4021457614028,skincare,1
5054563049018,skincare,4
8718951179653,skincare,1
8710908455094,skincare,1
8710908548512,skincare,1
8710908571398,skincare,1
8710908571299,skincare,1
8718951205819,skincare,1
8714789931883,skincare,1
3380380083372,skincare,1
7611330103090,skincare,1
7613356176102,skincare,1
4607174437579,skincare,1
3400930067826,skincare,1
8718951041400,skincare,4
8710908169182,skincare,1
3245678674918,skincare,11
4021457614783,skincare,3
3574661423388,skincare,1
3662076017053,skincare,1
2371091300040,skincare,1
3564700518755,skincare,4
8719238003012,skincare,5
3256226758035,skincare,1
3361370618200,skincare,1
20968632,skincare,1
3350033362291,skincare,1
8715342026442,skincare,1
3564700418864,skincare,1
3549620005844,skincare,1
5054563002358,skincare,5
20796709,skincare,3
4260378040107,haircare,1
3250391554027,skincare,4
3537090017412,skincare,3
3266191023175,skincare,1
4020829025332,skincare,1
3059940006099,skincare,1
7610846669717,skincare,1
3273818840558,skincare,1
8693495050838,skincare,1
4072066843835,skincare,1
4897080670461,haircare,3
4015100209389,haircare,1
7621500110452,haircare,1
4005800219795,skincare,4
4005900558176,haircare,2
4005900471956,skincare,1
8435164522563,skincare,1
7899846078549,skincare,1
3600550219227,skincare,1
3600550680089,skincare,1
3600550941470,skincare,2
7640142778554,skincare,1
3660005469287,skincare,1
8906038782043,skincare,1
5028197553128,haircare,1
4021609652151,haircare,1
3700998202093,skincare,2
3574661334929,haircare,3
8008277205083,haircare,3
3250392620844,skincare,2
4007547301870,skincare,1
4007547201002,skincare,1
3700871305156,haircare,1
3265660399100,skincare,1
3283950917766,haircare,2
3564706517905,skincare,1
35002130,skincare,9
4033294004054,skincare,2
3760162120691,skincare,2
3760100173024,skincare,3
4305615610368,skincare,1
3760242885120,skincare,2
3256226397005,skincare,2
8717163699232,skincare,1
3453810000017,haircare,1
3600541888234,skincare,2
7624900123640,haircare,1
7613269344544,haircare,1
3770006053429,makeup,1
3760182264559,skincare,1
3570542511007,skincare,2
3337872412431,makeup,1
3455270811370,skincare,1
4005900132444,skincare,1
20083410,haircare,1
3662217001774,skincare,3
8717496473806,skincare,2
3378872116974,skincare,1
3700601100211,skincare,1
5285002363291,skincare,1
3760001821024,skincare,1
3489940860245,skincare,1
3700591913037,skincare,1
3760162120622,skincare,1
3770012700072,skincare,1
3401320541704,skincare,1
8710522423998,skincare,1
8001841098722,haircare,1
3700599201099,skincare,1
3282770112511,skincare,1
3517360016154,haircare,1
8001841324227,haircare,1
4305615754253,haircare,2
3380810006681,skincare,1
8413400006688,skincare,1
8014002000748,skincare,3
3245678674970,skincare,3
7792640007640,haircare,1
3283950920834,skincare,1
3700322007615,skincare,3
3700067371927,skincare,2
8001090633323,haircare,4
8420075170088,skincare,5
8719238000790,skincare,1
3517360016925,skincare,4
4005808857951,skincare,3
9316254017109,skincare,1
4251347400107,skincare,1
3700143619158,skincare,1
3245678599822,skincare,5
4306188064190,skincare,2
8717612811116,skincare,2
3516170023598,skincare,2
3660005551241,skincare,1
3245678131541,skincare,2
3760126263358,skincare,2
3488432010106,skincare,1
59082958,skincare,1
8710908344077,skincare,1
59081548,skincare,1
8710447446041,skincare,1
8710447276129,skincare,1
8710447276112,skincare,1
8710908431098,skincare,1
8710522487334,skincare,1
8710522433096,skincare,1
8710447454077,skincare,1
8712566550159,skincare,1
8711600458437,skincare,1
8711700634342,skincare,1
8717644454411,skincare,1
8717644454466,skincare,1
8711600467248,skincare,2
8710522366134,skincare,4
87343588,skincare,7
8711600467002,skincare,4
8710522366158,skincare,2
87343595,skincare,1
8717163706824,skincare,1
3668076076007,haircare,1
59086734,skincare,2
96111741,skincare,1
8710447292846,skincare,1
4015100203547,haircare,1
01111155,skincare,1
3250390739845,skincare,1
4260378049285,haircare,1
3770020070006,skincare,1
3770020070013,skincare,1
3770020070020,skincare,1
8414002070398,haircare,2
4010355583864,skincare,1
3770013052040,skincare,3
4010355558855,skincare,1
3770013052118,skincare,1
3701311400332,skincare,1
3401360312746,haircare,1
20918927,skincare,1
3245678599235,skincare,5
4311596696932,skincare,1
4058172619687,skincare,2
3593290031993,skincare,1
3760033480039,skincare,2
08176914,skincare,2
3662076070027,skincare,1
3489940081084,skincare,1
3489941049762,haircare,3
3346029401129,skincare,1
3346029401440,skincare,1
3346029401822,skincare,1
3346029401839,skincare,1
3346029401815,skincare,1
3346029401846,skincare,2
3346022080000,skincare,2
8412300836586,skincare,1
3600521311479,haircare,3
3600523558520,haircare,1
8001090047069,haircare,1
4008233157221,skincare,1
8002110043832,haircare,1
8001841407227,haircare,3
4015100293135,haircare,3
4005900328946,skincare,2
8710447461365,skincare,2
0705604326715,skincare,2
4061458051248,skincare,3
4061458051293,skincare,1
8710447473153,skincare,1
4011061007934,haircare,1
8710847886089,skincare,1
4061458223836,skincare,3
8720181092411,skincare,1
8710522559390,skincare,1
8710522302873,skincare,1
8710522302880,skincare,1
8710522302903,skincare,1
8710522559383,skincare,1
8710522435472,skincare,1
8710847885525,skincare,1
3266191023113,skincare,1
8720181086281,skincare,1
8720181086304,skincare,8
8710522942864,skincare,1
8710522302866,skincare,1
8718951321762,skincare,1
42389316,skincare,1
8720181138232,skincare,1
7310181591567,skincare,1
4015100181036,skincare,1
8720181092763,skincare,1
8710847962301,skincare,2
8710847962325,skincare,5
8720181001857,skincare,1
8001090637062,haircare,3
8720181071898,skincare,1
8717163947746,skincare,1
8720181141676,skincare,4
8710522754696,skincare,1
8710522474846,skincare,3
8712561967037,skincare,1
4009800007154,skincare,1
8711600462731,skincare,1
8712561786362,skincare,1
8720181022708,skincare,1
8712561786317,skincare,1
8712561786423,skincare,1
8711600463103,skincare,1
8710522942109,skincare,2
8710522942338,skincare,1
8710522561430,skincare,4
8710522436172,skincare,1
8710522432563,skincare,1
8714100016978,skincare,1
8711600462892,skincare,1
96094938,skincare,3
8712561342490,skincare,1
8711600515499,skincare,2
8710908093814,skincare,2
8717644452363,skincare,2
8710447324516,skincare,4
8711600514881,skincare,2
8710908093333,skincare,2
8712561342049,skincare,1
96085752,skincare,3
3283950917841,haircare,5
8710522863183,skincare,1
8710522562635,skincare,1
8712561341868,skincare,1
8712561409339,skincare,1
8710908499395,skincare,8
8710908781421,skincare,1
4260556671208,skincare,1
87342871,skincare,1
8711600285309,skincare,1
42349358,skincare,4
42349860,skincare,3
42345084,skincare,1
4005808638802,haircare,1
8718951195837,skincare,6
8710198187644,skincare,1
8720181077654,skincare,1
59082781,skincare,1
59082804,skincare,1
8720181131035,skincare,5
59082798,skincare,1
59005438,skincare,1
8710847922633,skincare,12
8710447493892,skincare,6
59082934,skincare,2
59019138,skincare,1
8712561342179,skincare,4
8710522956755,skincare,7
3760207117341,skincare,1
16200777,skincare,1
8712100922725,skincare,1
8710847920431,skincare,17
4021457628537,skincare,1
3770014398116,skincare,1
0764302280200,haircare,1
8710908830174,skincare,1
8710908830204,skincare,1
4305615593371,skincare,1
4010355022196,skincare,1
4010355505361,skincare,1
4305615572604,skincare,1
4305615573519,skincare,1
8710522561416,skincare,2
8710847915116,skincare,1
7702538111502,skincare,1
7790010570633,haircare,3
7908132273367,skincare,1
5900017068183,skincare,3
3256224363316,skincare,1
4001638095556,haircare,1
4001638095228,skincare,1
2200260975652,skincare,1
3256224061199,haircare,1
3529314019906,skincare,1
0637122758894,skincare,1
4260066813105,skincare,1
20041229,skincare,1
3577056023347,skincare,1
3600540582768,haircare,1
3770013052026,skincare,2
3770013052125,skincare,3
8718951044562,skincare,1
3760257884316,skincare,3
7317400011479,skincare,1
7630028622606,skincare,1
7624900118080,skincare,3
3250391185078,skincare,1
7630028612683,skincare,2
4033981742054,skincare,1
6211618674284,skincare,1
3577056023576,skincare,4
3245678675021,skincare,1
28256434,skincare,1
4001499946493,skincare,1
4260397790168,skincare,1
4015100336566,haircare,1
3245678674888,skincare,1
9178120660594,skincare,1
4015100449129,skincare,1
3770018286228,skincare,1
7630028602523,skincare,1
4260491220899,skincare,1
0705604326937,skincare,1
4260664930594,haircare,3
96097328,skincare,1
8032947861477,haircare,1
7319861018509,skincare,3
8000630727638,skincare,1
59081562,skincare,1
8710522512579,skincare,1
4007965460104,skincare,1
4005808183234,skincare,2
1074050559114,skincare,1
8710522647950,skincare,1
4058172432675,skincare,3
4016083035309,skincare,1
3600542376211,haircare,1
5708657219862,skincare,1
3489940063097,skincare,1
7610848918516,haircare,1
8710522476062,skincare,3
3770003778233,skincare,1
3568312001278,skincare,2
3350033692596,skincare,2
8719324977432,skincare,1
3245678674895,skincare,1
4005900699008,skincare,1
3600551034980,skincare,1
3178041344296,skincare,1
3600523726707,haircare,1
4056489425236,skincare,2
8710847973208,haircare,1
4260491220257,skincare,1
8717163690277,skincare,1
4305615692951,skincare,2
0381371172405,skincare,3
4021457602667,haircare,2
4015953437854,skincare,1
5714372005796,skincare,1
20237882,skincare,1
3760172510796,skincare,4
8001280400865,haircare,3
0072140110475,skincare,1
0302993917465,skincare,2
8718951320604,skincare,1
8719179132437,skincare,1
2200243044818,skincare,3
3770022721005,skincare,1
4058172452734,skincare,1
3517360019995,haircare,1
0651986800216,makeup,7
4260486332958,skincare,1
4260556673622,skincare,1
4260556673639,skincare,1
3178047220013,skincare,1
7793008001041,haircare,1
7793008001850,haircare,1
3800500324142,skincare,3
7793008005452,haircare,1
8017331073124,skincare,1
5029354012588,skincare,1
3489940063011,haircare,1
3058320046120,haircare,3
50160150,skincare,1
4056489294566,skincare,1
4305615776903,skincare,1
80844044,skincare,3
5028197868918,haircare,1
3600541970717,haircare,4
4072600255254,haircare,1
3770022721043,skincare,1
4008233148182,skincare,1
15063397,skincare,1
0732913229307,skincare,1
0840797140479,skincare,1
0022400006741,haircare,2
8710447216675,skincare,5
8718951246645,skincare,4
5410076440276,haircare,1
3600551036724,haircare,1
8717644320426,skincare,1
8710847902703,skincare,1
7770108070597,skincare,1
4013162027347,skincare,4
4058172060113,skincare,4
8003350528769,skincare,1
3770022721067,skincare,1
3770022721081,skincare,1
3770022721029,skincare,1
3770022721012,skincare,4
3770022721036,skincare,1
3770022721050,skincare,1
3770022721074,skincare,1
3770022721098,skincare,1
3607343816281,skincare,1
3600521705773,haircare,1
5900998007171,skincare,1
3770013052033,skincare,3
3770013052002,skincare,1
8480000157164,skincare,3
4058172619816,skincare,1
4260556675671,skincare,1
48033459,skincare,4
8591113042954,haircare,1
8710908500169,skincare,1
8710447492192,skincare,1
1103093601037,haircare,1
42389682,skincare,1
5708048047029,skincare,3
4000576523664,skincare,1
8710522942840,skincare,1
8690506473860,skincare,1
6192010056925,skincare,3
7290105028617,skincare,1
7611916160776,skincare,3
0027275400052,skincare,1
7290105856517,skincare,1
5060762541673,skincare,1
3489940073065,skincare,1
4305615307640,skincare,1
3770013899003,skincare,1
7804945001121,haircare,1
4005808515592,skincare,2
1237654876548,skincare,1
7792143501621,haircare,2
3660005198576,makeup,1
3660005548890,skincare,1
05976669,skincare,1
3489940063073,skincare,1
8901526509386,haircare,1
3600542380546,haircare,2
3770013899126,skincare,1
6001378053814,haircare,1
0667550268375,skincare,1
91974518,haircare,1
42348542,skincare,1
4305615307787,haircare,3
4305615830834,haircare,1
4058172449314,haircare,1
2200256756586,skincare,5
2200256757026,skincare,1
3560071226428,skincare,1
4005808916887,skincare,3
5060391843353,skincare,1
60028006,skincare,1
3567730300277,haircare,1
4059729312648,skincare,1
8901162032583,skincare,1
5047622008439,haircare,1
4045612008439,haircare,1
6192000718550,skincare,1
3400935356291,skincare,1
4058172674891,skincare,4
4058172452239,haircare,1
4084500822856,haircare,1
4103040036728,skincare,1
20245825,skincare,1
5995202475372,skincare,1
6974255480525,skincare,1
6973665941428,skincare,1
6972930340195,skincare,1
6970470534227,skincare,1
6001374049309,skincare,1
6260494210635,skincare,1
40066295,skincare,1
0667551909260,skincare,2
2200042063096,skincare,1
4058172336317,skincare,3
3337875766326,skincare,1
8718951322875,skincare,1
4015100323849,skincare,1
3662217011759,haircare,1
50076598,skincare,1
0718334337098,haircare,2
7621500112159,haircare,1
4005900785886,haircare,1
7624841217477,haircare,4
3355312145152,skincare,1
3574661577593,skincare,1
0802535157156,haircare,1
4058172260346,skincare,1
7350113020048,skincare,1
8717953135704,skincare,1
6036000010231,skincare,1
4018874082004,skincare,6
3474393032769,makeup,4
0062400110383,skincare,1
3600523951444,makeup,2
01208559,makeup,1
92017887,skincare,1
3600542359610,skincare,1
4260351680368,skincare,1
4260556674049,skincare,1
6922275510043,skincare,3
0921175510043,skincare,1
0890103020261,skincare,3
5948874129036,skincare,1
8001090855787,haircare,1
0011111017771,skincare,1
4015100428407,haircare,1
7798130373882,skincare,3
5000167286229,skincare,1
5059605477521,haircare,1
4034905729175,skincare,1
7797749000813,skincare,2
7790375268954,skincare,3
4055482235866,haircare,1
3600523881598,skincare,1
4059729302809,makeup,1
0096619799794,haircare,1
87343731,skincare,1
4047196040775,skincare,1
3574661526065,skincare,3
30096585,makeup,3
3600521127490,haircare,1
3770006357466,skincare,1
3770006357459,haircare,1
0381370042679,skincare,1
7794207000798,skincare,3
3282770104592,skincare,3
7713042197951,skincare,4
0779242092424,skincare,3
0627987071887,skincare,3
0627987071917,skincare,3
8006540126134,haircare,2
4021457647859,haircare,1
4015100437522,haircare,1
2299630305410,skincare,1
4015100723885,skincare,1
3600542290098,haircare,1
3600542417822,haircare,1
3600542418577,haircare,4
3600551053806,skincare,1
3517360019476,skincare,1
4088600380711,skincare,2
5045098705937,skincare,1
4005800137662,skincare,1
3600542418836,haircare,4
4056489254805,haircare,2
4260698970771,skincare,2
8025272983693,makeup,1
7501026005985,skincare,1
3760339320176,haircare,1
4088600426884,skincare,1
8886950051413,skincare,1
0773602603084,skincare,1
4005900572912,skincare,2
5025452000601,skincare,3
73102373,skincare,1
8591113038551,skincare,1
3245678622698,skincare,2
0018787762165,skincare,3
3337875491822,skincare,1
3660005165011,skincare,1
0626232160352,skincare,3
0626232160437,skincare,1
0626232171525,skincare,8
0626232171334,haircare,1
0626232171587,skincare,1
4305615407609,skincare,1
3182611231725,skincare,1
3182611231756,skincare,1
3700343900636,skincare,1
30164369,haircare,1
4059729312563,makeup,2
3760100183412,skincare,6
3662217004867,skincare,1
9014200236443,skincare,1
3760121216847,skincare,4
3178041340519,skincare,1
8902979022781,haircare,1
8436542932493,skincare,3
8436542931908,skincare,3
8034076267694,haircare,1
7891024134610,skincare,1
7506306222021,haircare,1
4021457648016,skincare,1
8034076260275,haircare,1
8904132911567,makeup,1
3010351750780,skincare,1
4007547206502,skincare,3
4058172703072,skincare,1
0608887042481,skincare,1
0608887080278,skincare,1
7501056326166,skincare,1
4005900374653,skincare,1
4306188064183,skincare,1
0608887087369,skincare,1
12685105,skincare,1
4008666216168,haircare,1
3600542393713,skincare,6
4056489617419,skincare,4
0037000789314,skincare,1
0037000789291,skincare,2
0075486085025,skincare,1
0075486085018,skincare,1
4088500670769,skincare,1
4001638500029,skincare,1
4005900691996,skincare,4
0047400319103,skincare,1
0628467002711,haircare,1
0056599671978,skincare,1
0667544300050,skincare,1
0621732600278,haircare,1
0055451787109,haircare,1
2006050060801,skincare,2
4008890012109,skincare,2
0628451857037,skincare,1
0073010714496,skincare,1
0073010711358,skincare,1
3600550979367,skincare,1
4058172702013,skincare,1
3760201135976,haircare,3
3610340634185,haircare,1
7509552844245,makeup,2
7790375269326,skincare,3
4005900461551,skincare,1
4058172925993,skincare,1
7798130375046,makeup,4
7798177220088,skincare,2
7798178623604,skincare,2
7702433290838,makeup,2
7798130375404,skincare,2
7798178623352,skincare,2
7509552838862,makeup,2
7509552800968,makeup,3
3337875650397,skincare,3
3298659747170,skincare,1
0772618061000,skincare,1
0772618078008,skincare,1
3770022721104,skincare,1
4058172705243,skincare,1
42332824,skincare,1
4008890012024,skincare,1
8718951385955,skincare,1
0075724005129,haircare,1
3045204804181,skincare,1
3338221000507,haircare,1
7791819000024,haircare,1
0058000311756,skincare,1
7791293037561,skincare,2
7861112107208,haircare,1
1237654876838,skincare,1
02459776,skincare,1
3518646026782,skincare,1
05886603,skincare,1
3204991074799,skincare,1
0055451785259,haircare,1
0055451785105,haircare,1
4008890012086,skincare,1
3770006873294,haircare,1
8712561521840,skincare,2
0787790794998,haircare,6
5028197943103,skincare,1
0018084927946,haircare,1
3770003788324,haircare,2
20982423,skincare,1
3253581742518,skincare,1
3760211482343,skincare,4
0022796932204,haircare,1
0381519186844,haircare,1
0055451555708,haircare,1
0055451451093,haircare,1
0022796918116,haircare,1
5028197960186,skincare,1
0381519022876,haircare,1
0873778007270,skincare,1
7804920350831,skincare,3
4103040109897,skincare,1
3770008103054,skincare,1
70563269,skincare,3
0067990500293,haircare,1
4011700740277,skincare,1
4009800011823,skincare,2
0070066040326,skincare,1
4260558061601,skincare,1
0606345805906,skincare,1
0738956804921,skincare,1
8004214000162,skincare,1
8051739111545,skincare,1
17281717,skincare,1
8051739112269,skincare,1
8051739111903,skincare,1
0738956805829,skincare,3
0738956805836,skincare,1
0095008045269,makeup,1
0095008021409,makeup,1
0606345805920,skincare,1
0606345805944,skincare,16
5028197557911,skincare,1
0057800985525,skincare,1
0823168000114,skincare,1
5028197316488,skincare,1
0022796936974,haircare,1
5028197950781,skincare,1
5740500004836,haircare,5
6130024167091,skincare,3
0057800704249,skincare,1
8470001960924,skincare,3
0074170459425,makeup,2
0810905039742,haircare,1
0037000845928,haircare,1
0800897198046,makeup,1
0056594007208,skincare,1
0011111116016,skincare,1
15282709,haircare,1
0062600385192,haircare,1
0684742086937,skincare,1
0684742060258,skincare,1
4061458210737,haircare,1
0772618047103,skincare,1
0772618047202,skincare,1
0732013301446,skincare,1
