code,imgid,pred,keyword,strong,label_source
8699921810045,1,skincare,,,hand
3600530359370,1,makeup,,,hand
8718951186460,3,skincare,,,hand
3600522021766,1,skincare,,,hand
0034285676124,2,haircare,,,hand
3140100366488,3,haircare,,,hand
3021885009725,1,skincare,,,hand
3770002306345,3,skincare,,,hand
3600550846195,2,skincare,,,hand
3574661326207,1,skincare,,,hand
3596490001377,1,skincare,,,hand
3600550933536,1,haircare,,,hand
3504750002057,1,skincare,,,hand
3600523302901,1,haircare,,,hand
4020829005037,1,skincare,,,hand
3282770107579,3,skincare,,,hand
15204300,3,haircare,,,hand
3760201130483,1,haircare,,,hand
3700479113115,2,skincare,,,hand
3596490001308,1,skincare,,,hand
0713708700492,2,haircare,,,hand
4305615482262,1,skincare,,,hand
3600541982260,3,haircare,,,hand
3250392409234,3,skincare,,,hand
3450970118774,4,skincare,,,hand
20871598,4,skincare,,,hand
4000307175803,1,skincare,,,hand
3600522943402,2,skincare,,,hand
4005800019531,1,skincare,,,hand
3600523526994,1,haircare,,,hand
96111734,3,skincare,,,hand
3614221642429,1,skincare,,,hand
8710447285343,1,skincare,,,hand
3614226339386,1,skincare,,,hand
3054080004349,1,haircare,,,hand
3760220171788,3,makeup,,,hand
4251232211535,1,makeup,,,hand
3700211181327,5,skincare,,,hand
3760099311261,1,skincare,,,hand
4005800037535,6,haircare,,,hand
3474636391202,1,haircare,,,hand
3517360011302,3,haircare,,,hand
3401571929078,1,skincare,,,hand
8712561114875,1,haircare,,,hand
3549620020403,1,skincare,,,hand
8718906909007,3,skincare,,,hand
5015405084000,1,skincare,,,hand
8710624186456,1,skincare,,,hand
7310181510209,1,haircare,,,hand
5201109602309,1,skincare,,,hand
4001638099226,2,skincare,,,hand
3760194654324,1,skincare,,,hand
7393481003381,1,skincare,,,hand
3605971545672,1,skincare,,,hand
7350069280176,1,skincare,,,hand
4010355318626,4,haircare,,,hand
4017645017955,1,skincare,,,hand
7702018015689,1,skincare,,,hand
3600550965711,1,skincare,,,hand
8161351759015,1,skincare,,,hand
8718951156159,1,skincare,,,hand
3700392164836,1,skincare,,,hand
0095008005713,3,makeup,,,hand
3760099707026,3,skincare,,,hand
4027800025008,3,skincare,,,hand
4010355306555,2,haircare,,,hand
3284410036607,4,skincare,,,hand
3282779007603,1,haircare,,,hand
3760207110243,1,skincare,,,hand
3014260302788,1,skincare,,,hand
3574661287898,1,skincare,,,hand
4008890001257,2,skincare,,,hand
8901030712050,3,skincare,,,hand
3770001492001,2,skincare,,,hand
3760201132142,4,haircare,,,hand
8710447285619,1,skincare,,,hand
23023062,4,skincare,,,hand
3522930031840,2,skincare,,,hand
3660005148038,2,skincare,,,hand
3760168230035,3,skincare,,,hand
3660005881881,3,skincare,,,hand
3760207110786,1,skincare,,,hand
4021457615025,1,skincare,,,hand
3600542105989,3,skincare,,,hand
5010724528938,6,haircare,,,hand
4011700310241,4,skincare,,,hand
3178041309516,1,skincare,,,hand
4008491192798,3,skincare,,,hand
3560070957477,3,skincare,,,hand
42349891,1,skincare,,,hand
3574661022543,3,skincare,,,hand
4010355162564,1,skincare,,,hand
80804109,4,skincare,,,hand
3660005139357,4,haircare,,,hand
42288930,1,skincare,,,hand
3367729018981,1,skincare,,,hand
3178041329026,2,skincare,,,hand
3564700890752,3,skincare,,,hand
3600523732548,1,skincare,,,hand
3263854394016,1,skincare,,,hand
8410412020299,1,skincare,,,hand
4010355274151,1,haircare,,,hand
4010355058959,1,haircare,,,hand
4015001005677,1,haircare,,,hand
4015001004656,1,haircare,,,hand
4015000999922,1,haircare,,,hand
4015100188134,1,haircare,,,hand
4015001005370,1,haircare,,,hand
4015001005400,1,haircare,,,hand
4011700837205,1,haircare,,,hand
4015001005592,1,haircare,,,hand
05537761,1,haircare,,,hand
23205123,1,haircare,,,hand
4010355686466,1,haircare,,,hand
4010355058997,1,haircare,,,hand
4010355341297,1,haircare,,,hand
3600531512088,1,makeup,,,hand
3770006053177,1,skincare,,,hand
4015100209198,1,skincare,,,hand
4084500047693,1,haircare,,,hand
4015001007428,1,skincare,,,hand
4010355020147,1,skincare,,,hand
4250035290839,1,skincare,,,hand
4010355296306,1,skincare,,,hand
4010355296481,1,skincare,,,hand
4015001005462,1,haircare,,,hand
4010355966100,1,skincare,,,hand
4010355135377,1,skincare,,,hand
4010355206381,1,haircare,,,hand
4250587766011,1,skincare,,,hand
9008189327650,1,makeup,,,hand
4045612005537,1,skincare,,,hand
3178040696983,1,skincare,,,hand
3178041309776,2,skincare,,,hand
8001090280404,1,haircare,,,hand
3253581471876,1,skincare,,,hand
4250587778830,1,makeup,,,hand
4250947500989,1,makeup,,,hand
3560070276202,1,skincare,,,hand
4305615407616,1,skincare,,,hand
4305615647647,1,skincare,,,hand
4305615407630,1,skincare,,,hand
4305615623184,3,skincare,,,hand
4305615623177,1,skincare,,,hand
4305615610436,1,skincare,,,hand
3178040669574,1,haircare,,,hand
2021092899998,1,skincare,,,hand
02210245,1,skincare,,,hand
4010355965882,1,skincare,,,hand
8717644285930,1,skincare,,,hand
4005808848249,1,skincare,,,hand
4010355295064,1,skincare,,,hand
4010355966568,1,skincare,,,hand
20546533,1,skincare,,,hand
4010355893079,1,skincare,,,hand
3282779182409,3,skincare,,,hand
5765228836637,1,skincare,,,hand
3401360106994,8,skincare,,,hand
4005900465726,1,skincare,,,hand
3560070628469,3,haircare,,,hand
3560070915880,1,haircare,,,hand
3580258120332,1,skincare,,,hand
3266191023595,2,skincare,,,hand
3660005642185,1,skincare,,,hand
5028197197230,1,skincare,,,hand
3600542129251,1,haircare,,,hand
7621500130917,2,haircare,,,hand
5900286012627,3,haircare,,,hand
0858380002066,2,haircare,,,hand
42349150,1,skincare,,,hand
4010355688637,1,skincare,,,hand
3182612705119,1,skincare,,,hand
3700578700452,3,skincare,,,hand
3760061223912,1,skincare,,,hand
3282770106299,1,haircare,,,hand
3614051468664,3,skincare,,,hand
3031449452386,1,makeup,,,hand
4305615612393,4,haircare,,,hand
8590031108841,1,skincare,,,hand
8719497834952,1,skincare,,,hand
8719874190008,1,skincare,,,hand
3380380000683,1,skincare,,,hand
3052503505657,1,skincare,,,hand
7613035299726,2,skincare,,,hand
3596205152196,1,haircare,,,hand
3489941049748,2,skincare,,,hand
3600523289851,1,haircare,,,hand
4010355218674,1,skincare,,,hand
87343663,1,skincare,,,hand
3282770100402,1,skincare,,,hand
3600531484606,3,makeup,,,hand
3560070631889,4,skincare,,,hand
3600522083702,3,skincare,,,hand
4010355558916,4,skincare,,,hand
3700677765598,1,skincare,,,hand
4021354033571,1,skincare,,,hand
4010355254207,2,skincare,,,hand
4005900275288,1,skincare,,,hand
5012008558402,1,haircare,,,hand
3560071054977,2,skincare,,,hand
4008233114781,3,skincare,,,hand
8710447318775,14,skincare,,,hand
3284410026158,1,skincare,,,hand
27027486,3,skincare,,,hand
40623405,1,skincare,,,hand
3600542153256,2,haircare,,,hand
3600541233324,1,haircare,,,hand
7290101165323,3,skincare,,,hand
7630028618166,1,skincare,,,hand
4000196028624,1,skincare,,,hand
8710447253748,3,skincare,,,hand
4010355483737,4,skincare,,,hand
4005900415738,2,skincare,,,hand
4005900598523,1,skincare,,,hand
4260370433662,3,skincare,,,hand
3600550550030,3,skincare,,,hand
3401360289284,1,skincare,,,hand
8710522378564,6,skincare,,,hand
3701063802873,1,skincare,,,hand
4005808260973,3,skincare,,,hand
3663518225357,1,skincare,,,hand
3663518030654,1,skincare,,,hand
3560071043780,3,skincare,,,hand
8901030626173,2,makeup,,,hand
8690937006453,1,skincare,,,hand
4058172013591,1,skincare,,,hand
4045612002611,1,skincare,,,hand
6132138600099,2,skincare,,,hand
8410757957717,2,skincare,,,hand
8904023007539,1,haircare,,,hand
3181730185803,6,skincare,,,hand
3286010021014,1,skincare,,,hand
3517360010923,2,skincare,,,hand
3549620007619,1,skincare,,,hand
3600523082254,1,skincare,,,hand
3600542120449,1,haircare,,,hand
3600550965506,1,skincare,,,hand
3600550965698,1,skincare,,,hand
4005808827770,1,skincare,,,hand
3600521751879,1,haircare,,,hand
3600541426047,1,skincare,,,hand
3600522839019,2,makeup,,,hand
3600520913117,1,haircare,,,hand
3574661417387,1,skincare,,,hand
3560070911462,1,skincare,,,hand
3560070932047,1,haircare,,,hand
3560070938407,1,skincare,,,hand
3560070969258,1,haircare,,,hand
3560071001247,1,skincare,,,hand
3017563241808,1,skincare,,,hand
7630028608273,1,skincare,,,hand
4024009020766,1,skincare,,,hand
3222474365301,1,skincare,,,hand
3600542118958,1,haircare,,,hand
6132506950160,1,skincare,,,hand
4045612006657,1,skincare,,,hand
0037000061991,2,haircare,,,hand
8710908489792,2,skincare,,,hand
5037156227512,2,haircare,,,hand
3560071130299,3,skincare,,,hand
8718951204034,1,skincare,,,hand
6006174000284,1,haircare,,,hand
3379501620442,1,skincare,,,hand
3614221999196,1,skincare,,,hand
8710447285381,1,skincare,,,hand
3133200091633,2,skincare,,,hand
4037067315675,2,haircare,,,hand
4037067400814,2,haircare,,,hand
4037067300442,2,haircare,,,hand
4037067200223,2,skincare,,,hand
28341611,3,skincare,,,hand
24584791,1,skincare,,,hand
3600530351244,1,makeup,,,hand
0022796170125,1,haircare,,,hand
0022796170026,1,haircare,,,hand
0022796977014,1,haircare,,,hand
0022796972415,1,haircare,,,hand
0022796972408,1,haircare,,,hand
3600550886788,1,haircare,,,hand
3600550981346,1,haircare,,,hand
3600550981360,1,haircare,,,hand
3600550949278,1,haircare,,,hand
3517360012880,1,haircare,,,hand
3346029200081,2,skincare,,,hand
3600550965704,2,skincare,,,hand
3700562300019,1,skincare,,,hand
3600530351190,2,makeup,,,hand
3257980630766,1,skincare,,,hand
3182611233033,2,skincare,,,hand
8436025300221,1,skincare,,,hand
3760207111080,1,haircare,,,hand
3760207112193,1,haircare,,,hand
3660005911571,1,makeup,,,hand
8001841212388,3,haircare,,,hand
0869380811008,5,haircare,,,hand
30101661,1,makeup,,,hand
3401360668911,2,skincare,,,hand
8711600462236,4,skincare,,,hand
3600523288830,3,haircare,,,hand
4015100292428,3,haircare,,,hand
4305615572901,1,skincare,,,hand
3660005713816,2,skincare,,,hand
4305615376653,1,skincare,,,hand
20898922,1,skincare,,,hand
8681171520737,1,skincare,,,hand
4305615460857,1,skincare,,,hand
4305615572888,1,skincare,,,hand
3600523434633,1,skincare,,,hand
4606711702019,4,skincare,,,hand
4562323640104,8,skincare,,,hand
93369473,2,haircare,,,hand
3760201132623,1,skincare,,,hand
7506078955035,8,haircare,,,hand
4305615307572,3,skincare,,,hand
9005800261041,2,skincare,,,hand
4250587705461,1,makeup,,,hand
3256224359692,5,haircare,,,hand
3760211481421,9,skincare,,,hand
9009827000560,1,haircare,,,hand
4008233149257,3,skincare,,,hand
4103040231017,2,skincare,,,hand
9000101073249,1,haircare,,,hand
3600523709649,1,haircare,,,hand
3263855884592,1,skincare,,,hand
20546557,3,skincare,,,hand
3517360005066,1,skincare,,,hand
3663787551875,2,haircare,,,hand
0800897109134,2,makeup,,,hand
3350031977985,1,haircare,,,hand
3350033139954,1,haircare,,,hand
3350033095199,1,haircare,,,hand
3350031977954,1,haircare,,,hand
3350031977947,1,haircare,,,hand
3350033021372,1,haircare,,,hand
3350031977978,1,haircare,,,hand
3350031977961,1,haircare,,,hand
3350033147003,1,haircare,,,hand
3600523682676,1,haircare,,,hand
3701028700107,1,skincare,,,hand
3133200053129,4,skincare,,,hand
4054495000614,1,makeup,,,hand
8001841091495,2,haircare,,,hand
42232216,3,skincare,,,hand
4010355322975,4,skincare,,,hand
4010355409256,4,skincare,,,hand
4010355583154,4,skincare,,,hand
4010355141934,1,skincare,,,hand
4010355141873,1,skincare,,,hand
5200410700001,1,skincare,,,hand
3178040622326,1,haircare,,,hand
4311501436080,1,skincare,,,hand
4010355557926,3,skincare,,,hand
29076826,1,skincare,,,hand
7318690017301,1,skincare,,,hand
3614270429835,1,skincare,,,hand
20548544,1,skincare,,,hand
4311501435496,1,haircare,,,hand
10049013,3,haircare,,,hand
4015100184587,1,haircare,,,hand
23212732,1,skincare,,,hand
4045612001638,1,skincare,,,hand
7318690168997,1,skincare,,,hand
3760007335419,4,skincare,,,hand
3401360202337,3,skincare,,,hand
3430750048415,1,skincare,,,hand
3600550305807,1,haircare,,,hand
4260167182797,2,skincare,,,hand
4061458121422,5,skincare,,,hand
8719134055375,1,skincare,,,hand
8025272618434,2,makeup,,,hand
3474636404391,2,haircare,,,hand
3058320010169,1,haircare,,,hand
3094904500404,2,skincare,,,hand
4010355559036,1,skincare,,,hand
8436008569799,7,skincare,,,hand
4335718171909,3,haircare,,,hand
4061458121439,1,skincare,,,hand
3560071015732,1,haircare,,,hand
12237623,5,skincare,,,hand
5719807232297,2,skincare,,,hand
8710447356272,1,skincare,,,hand
5177257775489,1,skincare,,,hand
3517360012675,1,skincare,,,hand
3519590214348,1,skincare,,,hand
4015600862459,1,skincare,,,hand
3770012340162,3,skincare,,,hand
9000101229196,3,haircare,,,hand
4020829008793,1,skincare,,,hand
3607349682309,2,skincare,,,hand
3283950073028,1,skincare,,,hand
3770006344138,1,skincare,,,hand
3283950011006,1,skincare,,,hand
3760114994295,4,skincare,,,hand
0663963221044,1,skincare,,,hand
3760099593681,3,skincare,,,hand
3700276346280,1,skincare,,,hand
3031449447153,1,skincare,,,hand
3600531369408,5,makeup,,,hand
8710447285374,1,skincare,,,hand
3508240007034,1,skincare,,,hand
3760171051085,1,skincare,,,hand
2200244512156,1,skincare,,,hand
4025089075233,6,haircare,,,hand
8711869751485,1,skincare,,,hand
3700998201195,1,skincare,,,hand
6240000457037,2,skincare,,,hand
4061458007863,7,skincare,,,hand
4017645038813,6,skincare,,,hand
3700562300156,1,skincare,,,hand
3401395565841,1,skincare,,,hand
3700343040844,1,skincare,,,hand
3760220172198,1,makeup,,,hand
0309974700016,1,makeup,,,hand
4021457618170,1,makeup,,,hand
3401561197715,1,skincare,,,hand
7640114110887,1,skincare,,,hand
3700343040141,1,skincare,,,hand
3700343040165,1,skincare,,,hand
3258561640518,3,haircare,,,hand
3252550609647,1,skincare,,,hand
3760194653792,1,skincare,,,hand
8806358547059,2,makeup,,,hand
4005800061691,2,skincare,,,hand
0782126003058,3,skincare,,,hand
3517360018417,1,skincare,,,hand
30156319,1,skincare,,,hand
3770008236240,1,skincare,,,hand
3605971132988,4,skincare,,,hand
3700276350614,1,skincare,,,hand
3355312146159,1,skincare,,,hand
3600550812695,1,haircare,,,hand
3614051526869,1,skincare,,,hand
3700343046044,1,skincare,,,hand
3760229897016,1,skincare,,,hand
4311501435076,3,skincare,,,hand
4025089073703,1,skincare,,,hand
3760131251159,1,skincare,,,hand
0022400525785,1,haircare,,,hand
3380380062117,1,haircare,,,hand
3355312106047,1,skincare,,,hand
5765228837658,1,skincare,,,hand
4250587754230,1,skincare,,,hand
4250947527153,1,makeup,,,hand
3222476748645,1,skincare,,,hand
3660005305561,1,makeup,,,hand
0811913015209,1,haircare,,,hand
8009518300734,1,makeup,,,hand
4021457626250,1,makeup,,,hand
3770002220047,2,skincare,,,hand
3770002220030,5,skincare,,,hand
8001090489135,2,haircare,,,hand
0769915190045,4,skincare,,,hand
5099514041215,6,skincare,,,hand
4305615458977,1,skincare,,,hand
4015100009590,1,skincare,,,hand
8480000460578,1,skincare,,,hand
3517360017649,1,haircare,,,hand
4010355476395,5,skincare,,,hand
4305615566290,3,skincare,,,hand
4010355568717,1,skincare,,,hand
4010355322852,1,skincare,,,hand
4051424558482,1,skincare,,,hand
3760114994141,1,skincare,,,hand
4001638088442,3,skincare,,,hand
4012400532612,1,skincare,,,hand
42349013,1,skincare,,,hand
3424090008239,1,skincare,,,hand
3760248680156,4,skincare,,,hand
4058172145391,1,skincare,,,hand
5034843001004,1,haircare,,,hand
5034843001028,2,haircare,,,hand
3600540888884,1,skincare,,,hand
8697926016479,1,haircare,,,hand
3283950911511,2,skincare,,,hand
7613331319500,1,skincare,,,hand
3660005370088,1,skincare,,,hand
11552800,1,skincare,,,hand
4305615688848,1,skincare,,,hand
6905624880547,2,makeup,,,hand
5000468000586,2,skincare,,,hand
3770013899010,2,skincare,,,hand
4001638081870,4,skincare,,,hand
3600523370986,1,haircare,,,hand
3489940068047,1,skincare,,,hand
3663518046006,1,skincare,,,hand
8436097091911,3,skincare,,,hand
0884486224170,2,makeup,,,hand
3291960008985,1,skincare,,,hand
4005900488183,1,skincare,,,hand
7108449961982,1,haircare,,,hand
3662217004805,4,makeup,,,hand
3760004691419,4,skincare,,,hand
42389439,1,skincare,,,hand
4058172066153,5,skincare,,,hand
6903148030363,2,haircare,,,hand
4058172219832,2,haircare,,,hand
0769915190373,8,skincare,,,hand
0769915193954,1,skincare,,,hand
3700614803048,1,skincare,,,hand
3760239242035,1,skincare,,,hand
3660005539935,2,skincare,,,hand
7618900912205,1,skincare,,,hand
3660005348070,3,makeup,,,hand
2017037799997,3,skincare,,,hand
2041403499990,1,haircare,,,hand
4015000979634,1,haircare,,,hand
3600542117050,1,haircare,,,hand
0752830426238,1,haircare,,,hand
3473311503008,5,skincare,,,hand
4025089079743,1,skincare,,,hand
6414504296106,1,skincare,,,hand
4305615629896,3,skincare,,,hand
4036221434825,4,skincare,,,hand
4036221604792,1,skincare,,,hand
4305615629902,3,skincare,,,hand
3660005563718,3,haircare,,,hand
0020714322014,1,skincare,,,hand
3517360016147,1,haircare,,,hand
3380380078330,1,haircare,,,hand
5016155120031,1,haircare,,,hand
8001090532183,1,haircare,,,hand
3700076443998,1,makeup,,,hand
3263854995619,2,skincare,,,hand
8001090047014,3,haircare,,,hand
3574661270524,1,skincare,,,hand
42333227,1,skincare,,,hand
42349280,1,skincare,,,hand
3489940049213,1,haircare,,,hand
3489940070538,1,skincare,,,hand
4058172107511,3,haircare,,,hand
3515450016527,5,skincare,,,hand
4680038352171,7,haircare,,,hand
5012254061183,1,haircare,,,hand
4305615307596,1,skincare,,,hand
3663109675806,4,skincare,,,hand
8857123331137,1,skincare,,,hand
4895186007365,3,skincare,,,hand
7350016331579,1,haircare,,,hand
6414504304931,3,skincare,,,hand
4021457613687,1,skincare,,,hand
4260491220394,1,skincare,,,hand
4010355384379,1,skincare,,,hand
8717163641033,2,skincare,,,hand
4305615680194,3,skincare,,,hand
4045612006602,3,skincare,,,hand
3600522632573,1,skincare,,,hand
3600523775637,3,skincare,,,hand
3605521416094,4,skincare,,,hand
3607349723576,1,skincare,,,hand
42240679,1,skincare,,,hand
23924055,1,skincare,,,hand
5000101218255,1,skincare,,,hand
3600523715398,1,skincare,,,hand
3224055816479,1,skincare,,,hand
42389521,4,skincare,,,hand
3282770037418,3,skincare,,,hand
0858380002196,4,haircare,,,hand
8851932378574,5,skincare,,,hand
3516170018242,1,haircare,,,hand
8712561977074,5,skincare,,,hand
9433230176558,1,makeup,,,hand
8025272912716,2,makeup,,,hand
10316658,1,makeup,,,hand
20516536,4,skincare,,,hand
4015100214260,1,skincare,,,hand
3770002220146,8,skincare,,,hand
8710447484272,1,skincare,,,hand
3282770107913,1,skincare,,,hand
0079656044966,4,skincare,,,hand
4015001005653,1,haircare,,,hand
5410091747565,1,haircare,,,hand
0667548022934,1,skincare,,,hand
4260484410030,1,skincare,,,hand
7613269343820,4,skincare,,,hand
8718951266827,2,skincare,,,hand
8714789999029,4,skincare,,,hand
8718951202795,2,skincare,,,hand
0850001156066,1,makeup,,,hand
4058172434013,1,skincare,,,hand
3284410017262,2,skincare,,,hand
3701028711776,1,haircare,,,hand
8710447493915,1,skincare,,,hand
4061458129749,2,skincare,,,hand
3250391896493,3,skincare,,,hand
4058172455933,4,skincare,,,hand
3593290021895,2,skincare,,,hand
3010351760116,1,skincare,,,hand
29060863,5,skincare,,,hand
3701178420016,3,skincare,,,hand
4909978700690,2,haircare,,,hand
9555603003091,1,haircare,,,hand
0713708723330,2,haircare,,,hand
8851932354301,2,haircare,,,hand
8851932410243,2,haircare,,,hand
4061458023696,2,skincare,,,hand
5400606008694,1,skincare,,,hand
4337185214912,3,skincare,,,hand
8717163684863,3,haircare,,,hand
4003583175727,3,skincare,,,hand
2200031373380,1,skincare,,,hand
2200202659770,1,skincare,,,hand
8004395130207,1,skincare,,,hand
4072600221563,2,haircare,,,hand
4010355857989,3,skincare,,,hand
7319861009330,1,skincare,,,hand
24193641,3,skincare,,,hand
5060176674868,4,haircare,,,hand
0815921016630,1,skincare,,,hand
4058172434082,3,skincare,,,hand
4058172220135,2,haircare,,,hand
4058172456312,1,skincare,,,hand
3178040554894,6,skincare,,,hand
4250947598313,1,makeup,,,hand
5765228838921,2,skincare,,,hand
8934868133391,5,skincare,,,hand
8938510049191,3,haircare,,,hand
0037000393160,1,skincare,,,hand
4005808824830,1,skincare,,,hand
3502794230238,5,skincare,,,hand
3517360018981,1,haircare,,,hand
3337875474900,4,skincare,,,hand
3574661332611,2,skincare,,,hand
8717163640708,3,skincare,,,hand
3257980552471,1,skincare,,,hand
80820130,1,skincare,,,hand
0037000537076,1,haircare,,,hand
4260556671185,3,skincare,,,hand
3337875698696,3,skincare,,,hand
4005900274465,3,skincare,,,hand
5397209496037,4,skincare,,,hand
3140100363982,3,haircare,,,hand
4311501484920,1,skincare,,,hand
7500435118293,5,haircare,,,hand
3282779061063,1,haircare,,,hand
4058172061516,4,skincare,,,hand
3282779357357,2,haircare,,,hand
04663441,1,skincare,,,hand
3660005648712,1,haircare,,,hand
4305615572765,2,skincare,,,hand
8002410000436,1,skincare,,,hand
3549620009064,1,skincare,,,hand
4021457614875,3,skincare,,,hand
3760205284823,3,skincare,,,hand
3337875597838,1,skincare,,,hand
4045612006497,3,skincare,,,hand
3517360011777,1,skincare,,,hand
8717163689868,8,haircare,,,hand
01820334,1,haircare,,,hand
4058172444746,3,skincare,,,hand
2005040432000,2,skincare,,,hand
8710198346157,7,skincare,,,hand
8717333596309,1,skincare,,,hand
4021457635436,4,skincare,,,hand
4021457624874,1,skincare,,,hand
3178041315081,1,haircare,,,hand
7898496310474,4,skincare,,,hand
7899846023693,1,skincare,,,hand
4058172265631,5,skincare,,,hand
7804920002778,4,skincare,,,hand
7791293031132,1,haircare,,,hand
4305615528533,1,makeup,,,hand
4005808897087,1,skincare,,,hand
7500435114912,1,haircare,,,hand
3661434004322,6,skincare,,,hand
7702425804760,3,skincare,,,hand
3086126607702,3,skincare,,,hand
3504750011028,3,skincare,,,hand
8999999025038,2,haircare,,,hand
8999999025007,2,haircare,,,hand
8999999025021,3,haircare,,,hand
8999999025014,2,haircare,,,hand
8999999025052,1,haircare,,,hand
4103040909763,1,skincare,,,hand
4058172509032,1,haircare,,,hand
8906009459998,1,skincare,,,hand
3700172700179,1,skincare,,,hand
8710908778230,1,skincare,,,hand
0072151187909,1,skincare,,,hand
0074170450996,1,makeup,,,hand
0309971370564,1,skincare,,,hand
3600531511630,1,makeup,,,hand
5010724526149,1,skincare,,,hand
7702018024636,1,skincare,,,hand
8711600937727,1,skincare,,,hand
8852086002964,3,skincare,,,hand
5060176676381,4,skincare,,,hand
4015001005455,1,haircare,,,hand
8717163888018,5,skincare,,,hand
30177673,5,haircare,,,hand
3760268542298,1,skincare,,,hand
3760096762141,1,skincare,,,hand
3264680011221,4,skincare,,,hand
3401353688513,1,skincare,,,hand
3760314500043,1,skincare,,,hand
3660005876047,1,skincare,,,hand
3700928800153,2,skincare,,,hand
40623474,1,skincare,,,hand
3600542383370,3,skincare,,,hand
50077786,3,skincare,,,hand
4305615572536,2,skincare,,,hand
4012758910209,2,skincare,,,hand
4260556673691,1,skincare,,,hand
3390150568886,2,skincare,,,hand
8001090047342,2,haircare,,,hand
8851932411400,2,haircare,,,hand
8851932411387,1,haircare,,,hand
8717163639573,1,haircare,,,hand
5900525059710,3,skincare,,,hand
3574661550534,3,skincare,,,hand
4600104033407,3,skincare,,,hand
5903351780629,1,skincare,,,hand
3400938120462,2,skincare,,,hand
7630028605364,1,skincare,,,hand
3600523371105,2,haircare,,,hand
8715342031606,7,skincare,,,hand
3378872116790,1,skincare,,,hand
3600531554255,1,makeup,,,hand
3437090111304,3,skincare,,,hand
3537090016095,1,skincare,,,hand
3568310000457,1,haircare,,,hand
5010525042923,4,haircare,,,hand
3468080081628,1,skincare,,,hand
8008277188638,2,haircare,,,hand
8595641300111,1,haircare,,,hand
3600523583331,1,haircare,,,hand
7630028615509,1,skincare,,,hand
7630028615516,1,skincare,,,hand
7630028615479,1,skincare,,,hand
3600542150415,4,haircare,,,hand
7630028609348,1,skincare,,,hand
4015100201871,5,haircare,,,hand
59013921,1,skincare,,,hand
0792850018143,2,skincare,,,hand
3253581485491,1,skincare,,,hand
4010355236210,1,skincare,,,hand
3574661391083,1,skincare,,,hand
6411000594002,1,skincare,,,hand
4305615459004,1,skincare,,,hand
3760194658131,1,skincare,,,hand
4020829025370,1,skincare,,,hand
3181730185841,1,skincare,,,hand
3282770104752,1,skincare,,,hand
3282779076029,1,haircare,,,hand
8718951076228,1,skincare,,,hand
3760099730055,1,skincare,,,hand
3253581285886,1,skincare,,,hand
3337875567176,4,skincare,,,hand
7775000014939,1,skincare,,,hand
8718114202402,5,skincare,,,hand
4311501677834,1,skincare,,,hand
4005900698803,1,skincare,,,hand
4058172585692,4,skincare,,,hand
3600521848128,1,skincare,,,hand
4015000718530,3,skincare,,,hand
4021457632824,1,skincare,,,hand
4061458175814,1,skincare,,,hand
3489940073010,3,skincare,,,hand
4316268612449,2,skincare,,,hand
4005900691811,1,skincare,,,hand
4305615346168,1,skincare,,,hand
42397724,1,skincare,,,hand
4311596608089,1,skincare,,,hand
4013356251756,1,skincare,,,hand
8022328110966,3,skincare,,,hand
4010355218490,1,skincare,,,hand
7804920005175,1,haircare,,,hand
3282770209495,2,skincare,,,hand
3770013219016,2,skincare,,,hand
4005900457257,1,skincare,,,hand
5000000000002,2,skincare,,,hand
5000000000001,2,skincare,,,hand
8717163640883,2,skincare,,,hand
7899846023723,3,skincare,,,hand
4260037542676,1,skincare,,,hand
4058172061776,1,haircare,,,hand
3560071241865,1,haircare,,,hand
3596202568372,1,skincare,,,hand
4099200255224,1,skincare,,,hand
8712561466264,1,skincare,,,hand
8711700889803,2,skincare,,,hand
8710447284124,2,skincare,,,hand
8710908536380,8,skincare,,,hand
8712561456555,1,skincare,,,hand
8712561456234,3,skincare,,,hand
8712100985935,3,skincare,,,hand
8712561112765,3,skincare,,,hand
8712100987243,2,skincare,,,hand
8712100987021,2,skincare,,,hand
8712100986154,1,skincare,,,hand
8720181015397,8,skincare,,,hand
3181730213650,3,skincare,,,hand
8710908430237,4,skincare,,,hand
8711600477650,3,skincare,,,hand
8712100987342,2,skincare,,,hand
8712561460071,1,skincare,,,hand
8712100922299,1,skincare,,,hand
3600523438075,3,skincare,,,hand
4010355347329,1,haircare,,,hand
4010355306517,3,haircare,,,hand
4058172481864,3,skincare,,,hand
4015100336764,1,haircare,,,hand
4015100336689,3,haircare,,,hand
4009800001008,2,skincare,,,hand
3600531411107,1,makeup,,,hand
8710447477014,8,skincare,,,hand
8710447461358,2,skincare,,,hand
8717163690291,1,skincare,,,hand
8710908839252,1,skincare,,,hand
8710447484517,4,skincare,,,hand
8710447484333,1,skincare,,,hand
8710447438497,9,skincare,,,hand
8710447437940,1,skincare,,,hand
8710447370100,1,skincare,,,hand
8710447280072,1,skincare,,,hand
8717163651735,8,skincare,,,hand
8710847885563,2,skincare,,,hand
8717163640845,4,skincare,,,hand
8710847885549,2,skincare,,,hand
87343601,12,skincare,,,hand
8710447473177,2,skincare,,,hand
3450970117739,2,skincare,,,hand
59005452,7,skincare,,,hand
8720181042591,4,skincare,,,hand
59013631,5,skincare,,,hand
8720181042577,4,skincare,,,hand
8710847972713,6,skincare,,,hand
8720181042638,3,skincare,,,hand
8720181042614,3,skincare,,,hand
